Code,Group,Family,Species,P50,KS,AL/ AS,D,WD,Height,?,MAT,MAP,VPD,MI,TS,PS,MTCM,PDM,Latitude,Longitude,References,Location,Country
1198 ,Gym,Cupressaceae,Actinostrobus acuminatus,-11.52 ,0.44 ,,10.86 ,0.68 ,,3.974999984,18.55 ,592.00 ,1.190667795,0.417,465.1591691,81.10745716,5.5,8,30°29'S,115°26'E,"Larter, 2017, New Phytologist",Western Australia,Australia
1199 ,Gym,Cupressaceae,Actinostrobus arenarius,-15.16 ,0.61 ,,10.26 ,0.69 ,,3.783333302,18.56 ,575.00 ,1.132058812,0.4039,501.4803934,79.9936387,4.915999889,8,30°52'S,115°44'E,"Larter, 2017, New Phytologist",Western Australia,Australia
1667 ,Gym,Cupressaceae,Actinostrobus arenarius,,0.41 ,0.01 ,7.35 ,1.17 ,,3.441666683,16.82 ,359.00 ,1.116587761,0.2473,521.4274796,49.21736532,2.692000151,11,32°19' S,117°52' E,"Mitchell, 2008, Oecologia",Western Australia,Australia
1200 ,Gym,Cupressaceae,Actinostrobus pyramidalis,-11.78 ,0.51 ,,9.26 ,0.58 ,,3.466666639,18.78 ,457.00 ,1.286124881,0.3131,527.0161248,70.00703189,4.035999775,10,30°37'S,115°56'E,"Larter, 2017, New Phytologist",Western Australia,Australia
370 ,Ang,Malvaceae,Adansonia rubrostipa,-1.10 ,,,49.00 ,0.41 ,,2.033333341,25.43 ,940.00 ,1.592592253,0.4734,234.5751295,123.3929182,13.53999996,1,20°27' S,44°49' E,"Chapotin, 2006, Plant Cell and Environment",Kirindy Forestry Reserve,Madagascar
371 ,Ang,Malvaceae,Adansonia za,-1.70 ,,,47.00 ,0.38 ,,2.033333341,25.43 ,940.00 ,1.592592253,0.4734,234.5751295,123.3929182,13.53999996,1,20°27' S,44°49' E,"Chapotin, 2006, Plant Cell and Environment",Kirindy Forestry Reserve,Madagascar
1039 ,Ang,Rosaceae,Adenostoma fasciculatum,-7.78 ,0.74 ,,24.34 ,0.78 ,2.60 ,3.674999992,16.29 ,426.00 ,1.125048534,0.4373,426.7080897,99.9189354,5.268000126,1,34°05' N,118°40' W,"Jacobsen, 2005, Plant Physiology; Jacobsen, 2007b, Plant, Cell and Environment; Jacobsen, 2007c, Ecological Monographs; Jacobsen, 2008, New Phytologist; Hacke, 2009, Plant, Cell and Environment; Redtfeldt & Davis, 1996, Ecoscience",Southern California,USA
1097 ,Ang,Rosaceae,Adenostoma fasciculatum,-3.77 ,0.49 ,,23.10 ,0.71 ,,3.416666627,14.47 ,374.00 ,1.453334251,0.2615,669.9579101,94.28395293,-0.555999994,2,34°40' N,118°26' W,"Jacobsen, 2016, Plant, Cell and Environment",California,USA
1747 ,Ang,Rosaceae,Adenostoma fasciculatum,-5.85 ,,,,,1.75 ,3.516666671,12.79 ,504.00 ,1.898801884,0.272,672.0120797,69.76744186,-2.676000118,3,33°35'N,116°27'W,"Paddock, 2013, Aliso",California,USA
1787 ,Ang,Rosaceae,Adenostoma fasciculatum,-4.11 ,0.56 ,0.10 ,,0.79 ,,2.800000012,17.37 ,335.00 ,1.184487994,0.2555,500.2328626,87.24346036,3.43599987,2,33°29' N,117°09' W,"Pivovaroff, 2014, New Phytologist",Southern California,USA
1805 ,Ang,Rosaceae,Adenostoma fasciculatum,-8.80 ,0.33 ,,,0.73 ,,3.408333321,13.31 ,597.00 ,1.317432595,0.4413,652.6266486,76.80421818,-1.980000019,3,33°21' N,116°34' W,"Pivovaroff, 2016, Oecologia",Southern California,USA
1899 ,Ang,Rosaceae,Adenostoma fasciculatum,-8.28 ,,,,,,3.566666702,16.15 ,341.00 ,0.682563246,0.3127,321.3511065,99.04029823,7.554166794,1,33°24'N,118°24'W,"Ramirez, 2020, Conservation Physiology",California,USA
1909 ,Ang,Rosaceae,Adenostoma fasciculatum,-10.90 ,,,,,,3.033333361,15.72 ,443.00 ,1.235994051,0.4577,514.632028,90.34097219,2.019999981,2,33°39'N,117°24'W,"Ramirez, 2020, Conservation Physiology",California,USA
1040 ,Ang,Rosaceae,Adenostoma sparsifolium,-4.91 ,1.64 ,0.35 ,23.35 ,0.63 ,5.40 ,3.674999992,16.29 ,426.00 ,1.125048534,0.4373,426.7080897,99.9189354,5.268000126,1,34°05' N,118°40' W,"Jacobsen, 2005, Plant Physiology; Jacobsen, 2007b, Plant, Cell and Environment; Jacobsen, 2007c, Ecological Monographs; Jacobsen, 2008, New Phytologist; Redtfeldt & Davis, 1996, Ecoscience",Southern California,USA
1748 ,Ang,Rosaceae,Adenostoma sparsifolium,-4.68 ,,,,,2.21 ,3.516666671,12.79 ,504.00 ,1.898801884,0.272,672.0120797,69.76744186,-2.676000118,3,33°35'N,116°27'W,"Paddock, 2013, Aliso",California,USA
333 ,Ang,Fabaceae,Adesmia boronioides,-4.43 ,0.23 ,0.08 ,8.60 ,0.68 ,0.90 ,6.283333381,9.38 ,136.00 ,0.64518605,0.1852,473.02423,46.29868929,-2.947999954,4,46°31' S,71°03' W,"Bucci, 2013, Plant, Cell & Environment? Bucci, 2009, Oecologia",northwest Santa Cruz,Argentina
1267 ,Ang,Theaceae,Adinandra milletii,,1.08 ,,,0.54 ,,2.383333345,16.19 ,1749.00 ,0.606894284,1.7554,831.410251,57.04453011,1.052000046,44,29°15' N,118°07' E,"Liu, 2016, Ecology",Zhejiang province,China
1714 ,Ang,Rutaceae,Adiscanthus fusciflorus,-1.08 ,,,,,,1.141666691,26.88 ,2216.00 ,0.839025411,1.3428,52.339996,49.8643603,22.24399948,59,03°08'S,59°53'W,"Oliveire, 2019, New Phytologist",Manaus,Brazil
1105 ,Ang,Aegiceras,Aegiceras corniculatum,-3.77 ,0.54 ,0.31 ,50.73 ,0.56 ,,2.833333353,22.64 ,2301.00 ,0.587819246,1.8989,541.3383096,89.03357105,11.68000031,33,21° 34? N,108° 08? E,"Jiang, 2017, Tree Physiology",Guangxi province,China
2936 ,Ang,Aegiceras,Aegiceras corniculatum,-3.77 ,,,,,,3.216666639,24.54 ,1745.00 ,0.697412468,1.3928,390.1725221,69.8213515,15.09599972,24,19°38'N,110°47'E,"Zhu, 2018, Tree Physiology",Hainan province,China
998 ,Ang,Verbenaceae,Aegiphila lhotzkiana,,6.17 ,0.67 ,,0.49 ,,1.816666663,20.44 ,1516.00 ,0.963975451,1.09,123.7480541,79.60995496,11.52799988,8,15°56' S,47°53' W,"Hao, 2008, Oecologia",35 km south of Brasilia,Brasil
999 ,Ang,Verbenaceae,Aegiphila sellowiana,,13.78 ,0.79 ,,0.41 ,,1.816666663,20.44 ,1516.00 ,0.963975451,1.09,123.7480541,79.60995496,11.52799988,8,15°56' S,47°53' W,"Hao, 2008, Oecologia",35 km south of Brasilia,Brasil
1691 ,Ang,Aextoxicaceae,Aextoxicon punctatum,,0.38 ,0.07 ,16.55 ,,,2.566666633,16.04 ,127.00 ,0.68568213,0.1067,304.3601693,124.5331845,6.93200016,0,30°40' S,71°30' W,"Negret, 2013, Oecologia",,Chile
1784 ,Gym,Araucariaceae,Agathis australis,-2.58 ,0.91 ,,13.00 ,0.59 ,,4.441666623,13.17 ,1816.00 ,0.441199441,2.1354,355.0855831,18.01984493,3.415999889,116,37°25' S,175°43' E,"Pittermann, 2006a, 2006b","Waikano, North Island",New Zealand
2322 ,Gym,Araucariaceae,Agathis borneeensis,-1.91 ,,,,,,1.808333327,27.33 ,3096.00 ,0.808628976,2.0808,45.1874726,24.42523653,22.56800079,192,4°34' N,114°25' E,"Tyree, 1998, Tree Physiology",Badas,Brunei
270 ,Gym,Araucariaceae,Agathis lanceolata,,0.95 ,0.38 ,,,,3.900000016,19.33 ,2351.00 ,0.718162138,1.9001,192.9429245,29.3970836,12.20800018,110,22°02' S,166°28' E,"Brodribb & Feild, 2000, Plant, Cell and Environment",New Caledonia,France (Overseas territories)
731 ,Gym,Araucariaceae,Agathis lanceolata,,0.27 ,0.50 ,,,,3.524999976,20.34 ,2080.00 ,0.718162138,1.4162,199.6488682,29.13938773,13.28800011,90,22°03'S,166°26'E,"Field, 2000, International Journal of Plant Sciences","Province Sud, New Caledonia",France (Overseas territories)
1780 ,Gym,Araucariaceae,Agathis ovata,-1.77 ,0.80 ,,17.20 ,0.56 ,,3.900000016,19.33 ,2351.00 ,0.718162138,1.9574,192.9429245,29.3970836,12.20800018,110,22°02' S,166°28' E,"Pittermann, 2006a, 2006b","New Caledonia, Provence Sud",France (Overseas territories)
2323 ,Ang,Meliaceae,Aglaia glabrata,-0.71 ,,,,,,1.808333327,27.33 ,3096.00 ,0.808628976,2.0808,45.1874726,24.42523653,22.56800079,192,4°34' N,114°25' E,"Tyree, 1998, Tree Physiology",Badas,Brunei
593 ,Ang,Myrtaceae,Agonis flexuosa,-2.36 ,,,,,,5.316666683,17.87 ,895.00 ,NA,0.6646,378.3196176,84.7563848,8.527999878,12,32°90' S,115°69' E,"Drake, 2006,  PhD Thesis, Edith Cowan University, Perth.",Western Australia,Australia
2227 ,Ang,Rubiaceae,Aidia canthioides,-1.71 ,0.45 ,1.25 ,,0.79 ,,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment; Zhu, 2019, Tree Physiology",Guangdong Province,China
400 ,Ang,Simaroubaceae,Ailanthus altissima,-3.50 ,5.28 ,0.26 ,69.20 ,0.69 ,,2.791666687,12.90 ,750.00 ,0.833278615,0.7018,1029.416139,109.3542796,-7.93599987,8,35°46'N,117°47'E,"Chen, 2019, 2020, 2021, Tree Physiology","Xintai, Shandong province",China
1159 ,Ang,Simaroubaceae,Ailanthus altissima,-1.14 ,0.60 ,,,0.25 ,,2.208333323,17.35 ,1684.00 ,0.676074042,1.5223,844.751388,58.67976924,1.547999978,45,29°05'N,117°55'E,"Kröber, 2014, PloS one",Jiangxi province,China
662 ,Ang,Simaroubaceae,Ailanthus fordii,,,,159.90 ,0.57 ,22.13 ,1.266666651,21.56 ,1641.00 ,0.894353661,0.9726,335.0943307,76.6728934,11.23200035,16,21°41' N,101°25' E,"Fan, 2012, Journal of Ecology",Yunnan Province,China
625 ,Ang,Cornaceae,Alangium chinense,-0.81 ,4.58 ,0.91 ,,,,1.533333331,17.19 ,1259.00 ,0.599097986,1.063,606.2322877,78.61021309,4.047999859,17,25°42' N,105°35' E,"Fan, 2011, Tree Physiology",Guizhou Province,China
657 ,Ang,Cornaceae,Alangium chinense,-1.08 ,7.52 ,1.24 ,,,,1.683333327,17.11 ,1321.00 ,0.531200841,1.1745,699.3437258,66.72986946,3.036000013,28,25°26' N,108°05' E,"Fan, 2011, Tree Physiology; Fan, 2018, Forest Ecosystems",Guizhou Province,China
2259 ,Ang,Cornaceae,Alangium chinense,,2.12 ,1.01 ,,0.53 ,,2.383333345,14.83 ,1141.00 ,0.681450467,1.1928,885.8909326,59.00553992,-2.440000057,20,31°48'N,114°04'E,"This study; Zhu, 2018, Tree Physiology",Henan province,China
2706 ,Ang,Alangiaceae,Alangium chinense,,,1.93 ,,,,1.524999996,12.54 ,926.00 ,6.066549556,0.8051,563.7753109,89.68643892,-1.220000029,9,29°39'N,102°08'E,"Xu, 2020, New Phytologist",Sichuan province,China
1251 ,Ang,Fabaceae,Albizia julibrissin,-0.89 ,,,,,,2.99999998,17.07 ,417.00 ,1.296086607,0.3235,471.5872751,94.41524756,3.832000017,1,34°08' N,118°17' W,"Litvak, 2012, Tree Physiology",Southern California,USA
3190 ,Ang,Fabaceae,Albizia julibrissin,,4.60 ,,,,,1.608333329,13.31 ,647.00 ,0.686999546,0.5277,948.9971862,72.73185173,-6.144000053,5,34°14´N,108°06´E,"???, 2012, ????",Shanxi province,China
1268 ,Ang,Fabaceae,Albizia kalkora,,4.08 ,,,0.51 ,,2.383333345,16.19 ,1749.00 ,0.606894284,1.7554,831.410251,57.04453011,1.052000046,44,29°15' N,118°07' E,"Liu, 2016, Ecology",Zhejiang province,China
663 ,Ang,Fabaceae,Albizia lucidior,,,,226.20 ,0.63 ,25.22 ,1.266666651,21.56 ,1641.00 ,0.894353661,0.9726,335.0943307,76.6728934,11.23200035,16,21°41' N,101°25' E,"Fan, 2012, Journal of Ecology",Yunnan Province,China
N21,Ang,Fabaceae,Albizia niopoides,,6.85 ,0.60 ,,0.68 ,,3.533333381,26.60 ,1633.00 ,1.163631518,1.0017,80.14568299,93.82169736,21.43599892,2,10°43?31.39?N,85°35?46.99?W,"Vargas, 2021, New Phytologist",Horizontes,Costa Rica
626 ,Ang,Euphorbiaceae ,Alchornea davidii,-0.55 ,3.25 ,1.29 ,,,,1.533333331,17.19 ,1259.00 ,0.599097986,1.063,606.2322877,78.61021309,4.047999859,17,25°42' N,105°35' E,"Fan, 2011, Tree Physiology",Guizhou Province,China
2179 ,Ang,Euphorbiaceae,Alchornea trewioides,-0.90 ,4.06 ,1.06 ,,0.49 ,2.00 ,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment; Zhu, 2018, Tree Physiology",Guangdong Province,China
3165 ,Ang,Euphorbiaceae,Alchornea trewioides,-2.23 ,,,,0.74 ,2.00 ,1.575000008,21.79 ,1244.00 ,0.682104923,0.9054,514.7271923,76.36396698,9.815999985,19,22°07'N,106°45'E,"???, 2019, ??????",Guangxi province,China
1650 ,Ang,Casuarinaceae,Allocasuarina campestris,-2.96 ,1.07 ,0.06 ,18.03 ,1.01 ,,3.441666683,16.82 ,359.00 ,1.116587761,0.2473,521.4274796,49.21736532,2.692000151,11,32°19' S,117°52' E,"Mitchell, 2008, Oecologia",Western Australia,Australia
887 ,Ang,Casuarinaceae,Allocasuarina littoralis,,2.63 ,0.54 ,26.20 ,0.65 ,,3.599999984,16.97 ,1253.00 ,0.716941494,1.0326,385.0362387,28.74867037,6.596000195,61,33°41' S,151°09' E,"Gleason, 2012, Functional Ecology; Blackman, 2014, Annals of Botany","New South Wales, Eastern Australia",Australia
436 ,Ang,Casuarinaceae,Allocasuarina littoralis ,,1.01 ,0.24 ,,,,2.699999988,11.40 ,1076.00 ,0.615049716,0.8722,433.5529752,21.55849705,0.5,63,33°59'S,150°07'E,"Choat, 2011, New Phytologist",south-eastern Australia,Australia
849 ,Ang,Casuarinaceae,Allocasuarina monilifera,,1.75 ,0.31 ,20.94 ,0.58 ,,5.108333309,10.74 ,951.00 ,0.428962839,1.0454,288.3112936,17.90963242,2.263999939,58,42°59' S,147°11' E,"Gleason, 2012, Functional Ecology",Tasmanian,Australia
813 ,Ang,Casuarinaceae,Allocasuarina torulosa,,2.27 ,0.47 ,26.83 ,0.62 ,15.00 ,4.891666691,23.63 ,2084.00 ,0.865874479,1.3729,289.0695581,88.38712088,14.96000004,29,18°24' S,146°6' E,"Gleason, 2012, Functional Ecology",Queensland,Australia
870 ,Ang,Casuarinaceae,Allocasuarina torulosa,,4.32 ,0.42 ,34.91 ,0.71 ,15.00 ,3.433333337,20.90 ,1400.00 ,1.018901775,0.7223,326.6472719,92.01642804,9.711999893,18,18°18' S,145°30' E,"Gleason, 2012, Functional Ecology; Blackman, 2014, Annals of Botany","Einasleigh, northern queensland",Australia
2023 ,Ang,Casuarinaceae,Allocasuarina verticillata,-7.98 ,,,,,,4.416666627,11.58 ,637.00 ,0.463877453,0.6769,324.0222485,15.33784133,2.171999931,35,42°03'S,147°57' E,"Smith-Martin, 2020, Fuctional Ecology; Skelton, 2017, New Phytologist",East coast of Tasmania,Australia
N22,Ang,Sapindaceae,Allophyllus occidentalis,,2.71 ,0.43 ,,0.55 ,,3.533333381,26.60 ,1633.00 ,1.163631518,1.0017,80.14568299,93.82169736,21.43599892,2,10°43?31.39?N,85°35?46.99?W,"Vargas, 2021, New Phytologist",Horizontes,Costa Rica
2822 ,Ang,Sapindaceae,Allophylus cobbe,-1.14 ,0.45 ,,,0.42 ,,1.225000004,20.88 ,1683.00 ,0.85605524,1.0122,338.2657063,78.45212263,10.92399979,17,21°36?N,101°35?E,"Zhang, 2019, Tree Physiology",Yunnan province,China
1160 ,Ang,Styracaceae,Alniphyllum fortunei,-3.72 ,2.82 ,,,0.42 ,,2.208333323,17.35 ,1684.00 ,0.676074042,1.5223,844.751388,58.67976924,1.547999978,45,29°05'N,117°55'E,"Kröber, 2014, PloS one",Jiangxi province,China
1269 ,Ang,Styracaceae,Alniphyllum fortunei,,1.56 ,,,0.36 ,,2.383333345,16.19 ,1749.00 ,0.606894284,1.7554,831.410251,57.04453011,1.052000046,44,29°15' N,118°07' E,"Liu, 2016, Ecology",Zhejiang province,China
2450 ,Ang,Betulaceae,Alnus cremastogyne,,4.95 ,0.66 ,,0.31 ,,2.308333327,5.61 ,751.00 ,2.957267348,0.6981,607.8590627,99.25253833,-9.423999786,2,29°23'N,101°01'E,"Xu, 2020, New Phytologist",Sichuan province,China
2707 ,Ang,Betulaceae,Alnus cremastogyne,,,0.79 ,,,,1.524999996,12.54 ,926.00 ,6.066549556,0.8051,563.7753109,89.68643892,-1.220000029,9,29°39'N,102°08'E,"Xu, 2020, New Phytologist",Sichuan province,China
2064 ,Ang,Betulaceae,Alnus crispa,-1.71 ,,,,,,2.524999996,-3.03 ,324.00 ,0.350134187,0.592,1273.345523,60.95255005,-26.93600082,10,65°06' N,146°46' W,"Sperry, 1994, Ecology",Alaska,USA
2681 ,Ang,Betulaceae,Alnus ferdinandi-coburgii,,2.90 ,0.55 ,,0.41 ,,1.649999996,12.79 ,928.00 ,6.066549556,0.8259,567.4750116,90.2711391,-1.203999996,9,29°39'N,102°06'E,"Xu, 2020, New Phytologist",Sichuan province,China
2067 ,Ang,Betulaceae,Alnus incana,-1.70 ,,,,,,3.424999972,6.06 ,533.00 ,1.047863447,0.6447,818.5884965,19.86002082,-11.52400017,29,40°48' N,111°46' W,"Sperry, 1994, Ecology",Utah,USA
1368 ,Ang,Betulaceae,Alnus japonica,-1.66 ,2.53 ,0.46 ,26.40 ,0.41 ,7.87 ,1.833333333,3.27 ,661.00 ,0.432660541,0.8044,1257.058799,95.56655616,-21.12800026,5,42°24'N,128°29'E,"Liu, 2019, Science Advances; Yin, 2018, New Phytologist",Jilin Province,China
2743 ,Ang,Betulaceae,Alnus japonica,,,,,0.38 ,,1.974999994,3.38 ,746.00 ,0.477410407,0.9118,1315.107456,97.50753008,-22.3920002,7,42°27´N,127°24´E,"Yang, 2020, Forests",Jilin Province,China
2744 ,Ang,Betulaceae,Alnus mandshurica,,,,,0.42 ,,1.974999994,3.38 ,746.00 ,0.477410407,0.9118,1315.107456,97.50753008,-22.3920002,7,42°27´N,127°24´E,"Yang, 2020, Forests",Jilin Province,China
260 ,Ang,Betulaceae,Alnus rubra,-2.54 ,,,,,,3.674999972,10.20 ,2164.00 ,0.363422897,2.7494,425.0683828,62.3945812,-0.164000005,37,46°10' N,123°32' W,"Bond&Kavanagh, 1999, Tree Physiology","Knappa/Astoria, Oregon",USA
1579 ,Ang,Betulaceae,Alnus rubra,-2.17 ,2.91 ,,35.69 ,0.19 ,,3.008333325,10.64 ,1702.00 ,0.555666844,1.6976,507.2504549,71.12042383,-1.952000022,19,44°38'N  ,123°18'W,"McCulloh, 2015, Tree Physiology","Corvallis, Oregon",USA
2400 ,Ang,Betulaceae,Alnus viridis subsp. sinuata,,0.34 ,0.28 ,,,,2.083333304,4.38 ,623.00 ,0.440778781,0.7914,893.3477051,24.3006326,-15.5880003,33,53°45' N,122°42' W,"Wang, 2005,  Can. J. For. Res.","Prince George, British Columbia",Canada
419 ,Ang,Rhamnaceae,Alphitonia excelsa,-5.56 ,4.89 ,0.46 ,47.80 ,0.67 ,5.00 ,2.575000028,23.31 ,714.00 ,1.144954991,0.4046,352.6396327,91.37235966,11.2159996,9,19°11' S,145°45' E,"Choat, 2003, 2005, 2006",Queensland,Australia
794 ,Ang,Rhamnaceae,Alphitonia excelsa,,2.82 ,,47.62 ,0.64 ,,2.391666681,26.83 ,687.00 ,2.472404017,0.3277,380.6304795,119.4832856,13.63599968,1,18°43' S,141°50' E,"Gleason, 2012, Functional Ecology",Carpentaria,Australia
814 ,Ang,Rhamnaceae,Alphitonia excelsa,,5.68 ,0.56 ,55.46 ,0.37 ,,4.891666691,23.63 ,2084.00 ,0.865874479,1.3729,289.0695581,88.38712088,14.96000004,29,18°24' S,146°6' E,"Gleason, 2012, Functional Ecology",Queensland,Australia
2283 ,Ang,Rhamnaceae,Alphitonia whitei,,,0.63 ,,,,4.408333341,21.18 ,2634.00 ,0.767544866,1.4659,264.3066765,71.70189156,12.47599983,49,17°07'S,145°37'E,"Togashi, 2015, Ecology and Evolution",Queensland,Australia
755 ,Ang,Annonaceae,Alphonsea mollis,-1.82 ,3.67 ,0.94 ,,0.58 ,,1.450000008,19.61 ,1575.00 ,0.7831742,1.2463,355.3021639,76.07293498,9.543999672,18,21°54' N,101°46' E,"Fu, 2012, Annals of Botany",Yunnan Province,China
2920 ,Ang,Annonaceae,Alphonsea monogyna,-1.90 ,3.47 ,0.89 ,,0.60 ,12.00 ,1.450000008,19.61 ,1575.00 ,0.7831742,1.2463,355.3021639,76.07293498,9.543999672,18,21°54'N,101°46'E,"Zhu, 2017, Tree Physiology; Tan, 2020, Agricultural and Forest Meteorology",Yunnan province,China
3000 ,Ang,Annonaceae,Alphonsea monogyna,-1.76 ,,,,,,1.225000014,22.42 ,1640.00 ,0.894353661,0.8598,350.4611648,75.65033519,11.8760004,18,21°55'N,101°16'E,"Zhu, 2018, Tree Physiology; Yan, 2020, Biology Letters",Yuanan province,China
664 ,Ang,Lauraceae,Alseodaphne andersonii,,,,121.00 ,0.57 ,8.01 ,1.266666651,21.56 ,1641.00 ,0.894353661,0.9726,335.0943307,76.6728934,11.23200035,16,21°41' N,101°25' E,"Fan, 2012, Journal of Ecology",Yunnan Province,China
2284 ,Ang,Apocynaceae,Alstonia muelleriana,,,1.00 ,,,19.00 ,4.408333341,21.18 ,2634.00 ,0.767544866,1.4659,264.3066765,71.70189156,12.47599983,49,17°07'S,145°37'E,"Togashi, 2015, Ecology and Evolution",Queensland,Australia
665 ,Ang,Apocynaceae,Alstonia rostrata,,,,107.80 ,0.53 ,15.10 ,1.266666651,21.56 ,1641.00 ,0.894353661,0.9726,335.0943307,76.6728934,11.23200035,16,21°41' N,101°25' E,"Fan, 2012, Journal of Ecology",Yunnan Province,China
729 ,Ang,Amborellaceae,Amborella trichopoda,,0.54 ,0.43 ,,,,3.591666698,21.23 ,2181.00 ,0.757955855,1.3547,196.3120231,42.95976722,14.13199997,80,21°11' S,165°18' E,"Feild, 2001, International Journal of Plant Sciences","Province Nord, New Caledonia",France (Overseas territories)
990 ,Ang,Amborellaceae,Amborella trichopoda,-3.00 ,,,16.32 ,,,3.758333405,20.91 ,2034.00 ,0.741788052,1.3288,202.08654,35.17506099,13.80000019,84,21°37' S,165°52' E,"Hacke, 2007, International Journal of Plant Sciences","Sarramea, New Caledonia",France (Overseas territories)
2302 ,Ang,Amborellaceae,Amborella trichopoda,-2.70 ,0.44 ,,,0.51 ,,3.608333329,21.34 ,2196.00 ,0.757955855,1.3226,202.1689634,41.42832963,14.01599979,78,21° 10' S,165° 15' E,"Trueba, 2017, Plant, Cell and Environment; Trueba, 2019, Journal of Experimental Botany",New Caledonia,France (Overseas territories)
1072 ,Ang,Amborellaceae,Ambrosia dumosa,-0.89 ,0.65 ,,28.54 ,0.71 ,0.38 ,3.841666718,17.80 ,125.00 ,1.931995772,0.0829,770.9042762,72.94623604,0.100000001,1,35°20' N,117°59' W,"Jacobsen, 2007b, Plant, Cell and Environment; Jacobsen, 2008, New Phytologist; Hacke, 2009, Plant, Cell and Environment",Southern California,USA
1225 ,Ang,Fabaceae,Amburana cearensis,-2.42 ,,,,0.46 ,,1.950000008,26.56 ,879.00 ,1.02707824,0.5112,59.08015702,114.9634108,20.78000069,2,3°47'S,39°16'W,"Lima, 2018, New Phytologist",northeastern Brazil,Brazil
2401 ,Ang,Rosaceae,Amelanchier alnifolia,,1.41 ,0.38 ,,,,2.083333304,4.38 ,623.00 ,0.440778781,0.7914,893.3477051,24.3006326,-15.5880003,33,53°45' N,122°42' W,"Wang, 2005,  Can. J. For. Res.","Prince George, British Columbia",Canada
2414 ,Ang,Rosaceae,Amelanchier alnifolia,-4.37 ,,,21.20 ,,,3.12499998,7.42 ,494.00 ,1.007528871,0.5303,842.2885333,18.36524204,-9.472000122,27,40°15' N,111°37' W,"Wheeler, 2005, Plant, Cell and Environment","Salt Lake City, Utah (UT)",USA
483 ,Ang,Rosaceae,Amelanchier ovalis,-6.70 ,,,,,,2.699999988,11.29 ,598.00 ,0.592509912,0.6645,603.3775522,38.21785488,-2.052000046,27,45°47' N,3°09' E,"Cochard, 2005, Cochard, Physiologia Plantarum",Clermont-Ferrand,France
1697 ,Ang,Rosaceae,Amelanchier ovalis,-5.45 ,,,,,,1.599999984,8.57 ,979.00 ,0.366518153,1.0239,674.2515165,40.48312633,-5.248000145,46,47°16' N,11°24' E,"Nolf, 2015b, New Phytologist",Innsbruck,Austria
2415 ,Ang,Rosaceae,Amelanchier utahensis,-6.55 ,,,20.20 ,,,3.12499998,7.42 ,494.00 ,1.007528871,0.5303,842.2885333,18.36524204,-9.472000122,27,40°15' N,111°37' W,"Wheeler, 2005, Plant, Cell and Environment","Salt Lake City, Utah (UT)",USA
2843 ,Ang,Sapindaceae,Amesiodendron chinense,-1.31 ,3.08 ,0.97 ,,0.64 ,,1.575000008,21.79 ,1244.00 ,0.682104923,0.9054,514.7271923,76.36396698,9.815999985,19,22°07'N,106°45'E,"Zhang, 2021, Functional Ecology",Guangxi province,China
3166 ,Ang,Sapindaceae,Amesiodendron integrifoliolatum,-1.31 ,,,,0.60 ,,1.575000008,21.79 ,1244.00 ,0.682104923,0.9054,514.7271923,76.36396698,9.815999985,19,22°07'N,106°45'E,"???, 2019, ??????",Guangxi province,China
1486 ,Ang,Ulmaceae,Ampelocera ruizii,,3.60 ,1.01 ,,0.55 ,,2.950000008,24.77 ,1143.00 ,0.998740338,0.6171,167.8732009,62.51391847,16.2159996,16,16°07' S,61°43' W,"Markesteijn et al, 2011a, 2011b","Near Conception, Santa Cruz",Bolivia
1601 ,Ang,Bignoniaceae,Amphilophium crucigerum,-0.99 ,8.87 ,0.91 ,,0.60 ,,1.916666647,26.94 ,2169.00 ,0.756386424,1.2534,65.14634424,68.85282668,22.84545517,16,9°00'N,79°33'W,"Medina-Vega, 2021, Journal of Ecology",near Panama City,Panama
1627 ,Ang,Anacardiaceae,Amphipterygium adstringens,,5.36 ,,61.89 ,0.48 ,,2.533333361,25.07 ,999.00 ,NA,0.4434,207.0734595,111.2129666,17.13199997,2,19°29'N,105°02'W,"Mendez-Alonzo, 2013, Trees-Strucyture and Function",the Pacific coast of Jalisco,Mexico
149 ,Ang,Violaceae,Amphyrrhox longifolia,-2.28 ,,,,,,1.341666689,26.36 ,1934.00 ,0.636951369,1.3225,59.60847558,71.64908622,21.23999977,32,2°31'S,54°35'W,"Barros, 2019, New Phytologist","Manaus, Amazonas",Brazil
401 ,Ang,Rosaceae,Amygdalus davidiana,-3.28 ,1.24 ,0.43 ,19.70 ,0.73 ,,2.791666687,12.90 ,750.00 ,0.833278615,0.7018,1029.416139,109.3542796,-7.93599987,8,35°46'N,117°47'E,"Chen, 2019, 2020, 2021, Tree Physiology","Xintai, Shandong province",China
2763 ,Ang,Rosaceae,Amygdalus davidiana,,,0.71 ,18.32 ,,,2.141666661,9.62 ,592.00 ,0.661215941,0.635,902.384731,79.18673104,-9.227999687,4,35°09'N,108°45'E,"Yin, 2019, Forests",Shaanxi Province,China
